Cromossomo: 0,IDs: [47, 28, 29, 62],Nomes: [Dev47, Dev28, Dev29, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.35
Cromossomo: 118,IDs: [359, 16, 29, 46],Nomes: [Dev359, Dev16, Dev29, Dev46],Fit: [0.7352073196076986, 0.6527149691158658, 0.7665074947513303, 0.8312425118407718],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 119,IDs: [65, 47, 62, 97],Nomes: [Dev65, Dev47, Dev62, Dev97],Fit: [0.58, 0.83, 0.58, 0.75],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 120,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 121,IDs: [82, 97, 27, 62],Nomes: [Dev82, Dev97, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 122,IDs: [359, 174, 94, 46],Nomes: [Dev359, Dev174, Dev94, Dev46],Fit: [0.713096097412029, 0.83, 1.00, 0.8314011944477455],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 123,IDs: [104, 214, 29, 89],Nomes: [Dev104, Dev214, Dev29, Dev89],Fit: [0.6917357642040364, 0.7302329300969217, 0.7797780173838564, 0.8315299414861339],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 124,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 125,IDs: [359, 137, 27, 402],Nomes: [Dev359, Dev137, Dev27, Dev402],Fit: [0.7206429773692253, 0.83, 0.8177980951590154, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.02
Cromossomo: 126,IDs: [82, 97, 94, 62],Nomes: [Dev82, Dev97, Dev94, Dev62],Fit: [0.7402674699374805, 0.7718700240423, 0.9670401169313394, 0.7051372300357828],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 127,IDs: [81, 65, 16, 46],Nomes: [Dev81, Dev65, Dev16, Dev46],Fit: [0.83, 0.58, 0.58, 0.83],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 128,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 129,IDs: [305, 270, 29, 62],Nomes: [Dev305, Dev270, Dev29, Dev62],Fit: [0.83, 0.83, 0.83, 0.7355682897422029],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.39
Cromossomo: 130,IDs: [359, 137, 27, 402],Nomes: [Dev359, Dev137, Dev27, Dev402],Fit: [0.726335122156879, 0.8033927921948081, 0.8291720139507232, 0.7879732943056711],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.01
Cromossomo: 131,IDs: [82, 17, 85, 28],Nomes: [Dev82, Dev17, Dev85, Dev28],Fit: [0.75, 0.75, 0.83, 0.75],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 132,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 133,IDs: [359, 137, 27, 62],Nomes: [Dev359, Dev137, Dev27, Dev62],Fit: [0.7466435946144765, 0.8037034742800542, 0.8292194022778769, 0.7398951381805928],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.00
Cromossomo: 134,IDs: [305, 270, 94, 402],Nomes: [Dev305, Dev270, Dev94, Dev402],Fit: [0.8266063591989172, 0.83, 1.00, 0.7843478504851961],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 135,IDs: [104, 16, 65, 46],Nomes: [Dev104, Dev16, Dev65, Dev46],Fit: [0.58, 0.58, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 136,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 137,IDs: [359, 137, 27, 62],Nomes: [Dev359, Dev137, Dev27, Dev62],Fit: [0.6702104351023448, 0.7223305885110173, 0.7675157457742567, 0.7520501018087115],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.93
Cromossomo: 138,IDs: [8, 47, 29, 46],Nomes: [Dev8, Dev47, Dev29, Dev46],Fit: [0.75, 0.83, 0.75, 0.83],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 139,IDs: [336, 16, 65, 327],Nomes: [Dev336, Dev16, Dev65, Dev327],Fit: [0.92, 0.6111882968748925, 0.704258078150008, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 140,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 141,IDs: [82, 97, 29, 89],Nomes: [Dev82, Dev97, Dev29, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 142,IDs: [336, 137, 65, 327],Nomes: [Dev336, Dev137, Dev65, Dev327],Fit: [0.8695134735895962, 0.7108286344858603, 0.711797130617627, 0.7916188924127165],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 143,IDs: [359, 48, 415, 402],Nomes: [Dev359, Dev48, Dev415, Dev402],Fit: [0.7283061915614643, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 144,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 145,IDs: [326, 283, 293, 327],Nomes: [Dev326, Dev283, Dev293, Dev327],Fit: [0.83, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 146,IDs: [82, 97, 17, 85],Nomes: [Dev82, Dev97, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 147,IDs: [359, 48, 415, 402],Nomes: [Dev359, Dev48, Dev415, Dev402],Fit: [0.730226915228394, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 148,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 149,IDs: [82, 16, 27, 62],Nomes: [Dev82, Dev16, Dev27, Dev62],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 150,IDs: [446, 174, 38, 198],Nomes: [Dev446, Dev174, Dev38, Dev198],Fit: [0.83, 0.83, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 151,IDs: [326, 97, 17, 85],Nomes: [Dev326, Dev97, Dev17, Dev85],Fit: [0.8147751115167459, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 152,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 153,IDs: [446, 174, 27, 198],Nomes: [Dev446, Dev174, Dev27, Dev198],Fit: [0.7992431647797547, 0.7608868441243036, 0.83, 0.7642750419823006],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.26
Cromossomo: 154,IDs: [82, 16, 38, 62],Nomes: [Dev82, Dev16, Dev38, Dev62],Fit: [0.7698080338943964, 0.6072308658426211, 0.75, 0.6847167355676489],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 155,IDs: [53, 8, 65, 85],Nomes: [Dev53, Dev8, Dev65, Dev85],Fit: [0.58, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 156,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 157,IDs: [45, 48, 27, 85],Nomes: [Dev45, Dev48, Dev27, Dev85],Fit: [0.75, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 158,IDs: [144, 8, 351, 211],Nomes: [Dev144, Dev8, Dev351, Dev211],Fit: [0.75, 0.7501229422231823, 0.92, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 159,IDs: [446, 174, 65, 198],Nomes: [Dev446, Dev174, Dev65, Dev198],Fit: [0.7462924773728334, 0.7589124045168569, 0.6619675997269043, 0.7791082084108933],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 160,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 161,IDs: [144, 48, 27, 211],Nomes: [Dev144, Dev48, Dev27, Dev211],Fit: [0.75, 0.8389720837067145, 0.8179119101887811, 0.9688259621075679],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 162,IDs: [202, 181, 29, 211],Nomes: [Dev202, Dev181, Dev29, Dev211],Fit: [0.75, 0.92, 0.83, 0.9628429172905543],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 163,IDs: [82, 17, 46, 8],Nomes: [Dev82, Dev17, Dev46, Dev8],Fit: [0.75, 0.75, 0.83, 0.75],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 164,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 165,IDs: [202, 48, 29, 211],Nomes: [Dev202, Dev48, Dev29, Dev211],Fit: [0.75, 0.857937719056448, 0.8289325359349068, 0.9686904020148747],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.24
Cromossomo: 166,IDs: [56, 8, 62, 17],Nomes: [Dev56, Dev8, Dev62, Dev17],Fit: [0.75, 0.75, 0.58, 0.75],Nível: [Junior, Middle, Master, Senior],Total Fit: 0.17
Cromossomo: 167,IDs: [250, 7, 27, 211],Nomes: [Dev250, Dev7, Dev27, Dev211],Fit: [0.75, 0.92, 0.83, 0.9650005007839406],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 168,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 169,IDs: [56, 28, 65, 62],Nomes: [Dev56, Dev28, Dev65, Dev62],Fit: [0.75, 0.75, 0.58, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 170,IDs: [435, 7, 27, 211],Nomes: [Dev435, Dev7, Dev27, Dev211],Fit: [0.75, 0.907632312721411, 0.829639272627352, 0.9654315749647433],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 171,IDs: [250, 48, 29, 211],Nomes: [Dev250, Dev48, Dev29, Dev211],Fit: [0.75, 0.8656377040103511, 0.8292279620808103, 0.9666211553422752],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 172,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 173,IDs: [250, 28, 29, 62],Nomes: [Dev250, Dev28, Dev29, Dev62],Fit: [0.75, 0.7659243874711453, 0.7157360815420146, 0.6057194458458899],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.34
Cromossomo: 174,IDs: [324, 137, 65, 327],Nomes: [Dev324, Dev137, Dev65, Dev327],Fit: [0.83, 0.83, 0.7011330507735178, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 175,IDs: [104, 8, 38, 46],Nomes: [Dev104, Dev8, Dev38, Dev46],Fit: [0.58, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 176,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 177,IDs: [305, 8, 94, 198],Nomes: [Dev305, Dev8, Dev94, Dev198],Fit: [0.83, 0.7574198468028607, 1.00, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 178,IDs: [250, 28, 38, 46],Nomes: [Dev250, Dev28, Dev38, Dev46],Fit: [0.7300737115492703, 0.7611646555591726, 0.7991383771134936, 0.7858817003780629],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 179,IDs: [53, 97, 65, 85],Nomes: [Dev53, Dev97, Dev65, Dev85],Fit: [0.58, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 180,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 181,IDs: [250, 97, 38, 85],Nomes: [Dev250, Dev97, Dev38, Dev85],Fit: [0.6817064803723073, 0.7526024375781398, 0.7837440676684109, 0.8224186293751914],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.24
Cromossomo: 182,IDs: [53, 270, 351, 211],Nomes: [Dev53, Dev270, Dev351, Dev211],Fit: [0.6239051249980267, 0.83, 0.92, 1.00],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 183,IDs: [82, 48, 17, 62],Nomes: [Dev82, Dev48, Dev17, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 184,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 185,IDs: [326, 174, 27, 85],Nomes: [Dev326, Dev174, Dev27, Dev85],Fit: [0.83, 0.83, 0.83, 0.7167311585351503],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 186,IDs: [250, 97, 38, 62],Nomes: [Dev250, Dev97, Dev38, Dev62],Fit: [0.7096401672459611, 0.820116003833121, 0.7815118907398695, 0.6102961272437759],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.23
Cromossomo: 187,IDs: [17, 47, 16, 89],Nomes: [Dev17, Dev47, Dev16, Dev89],Fit: [0.75, 0.83, 0.58, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 188,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 189,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.83, 0.92, 0.92, 0.8385177556494622],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.47
Cromossomo: 190,IDs: [326, 183, 94, 62],Nomes: [Dev326, Dev183, Dev94, Dev62],Fit: [0.8176258862897581, 0.83, 1.00, 0.6267429312144366],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 191,IDs: [104, 48, 38, 46],Nomes: [Dev104, Dev48, Dev38, Dev46],Fit: [0.58, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 192,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 193,IDs: [200, 7, 351, 211],Nomes: [Dev200, Dev7, Dev351, Dev211],Fit: [0.794200620035817, 0.92, 0.8837319968312196, 0.8345723876024975],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.44
Cromossomo: 194,IDs: [47, 46, 28, 65],Nomes: [Dev47, Dev46, Dev28, Dev65],Fit: [0.83, 0.83, 0.75, 0.58],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.15
Cromossomo: 195,IDs: [104, 48, 38, 211],Nomes: [Dev104, Dev48, Dev38, Dev211],Fit: [0.6351915433109098, 0.92, 0.8747503593093486, 0.8345148270155698],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 196,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 197,IDs: [200, 181, 38, 211],Nomes: [Dev200, Dev181, Dev38, Dev211],Fit: [0.7847274700498702, 0.92, 0.8758330740602837, 0.8345338407845524],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 198,IDs: [104, 48, 351, 211],Nomes: [Dev104, Dev48, Dev351, Dev211],Fit: [0.7006138272256599, 0.9200000000000002, 0.881036885556936, 0.8345559736173702],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.07
Cromossomo: 199,IDs: [81, 97, 17, 62],Nomes: [Dev81, Dev97, Dev17, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 200,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 201,IDs: [104, 97, 351, 62],Nomes: [Dev104, Dev97, Dev351, Dev62],Fit: [0.7362769052239645, 0.8056878948801007, 0.8622932082848825, 0.5907413593684561],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.36
Cromossomo: 202,IDs: [82, 28, 29, 46],Nomes: [Dev82, Dev28, Dev29, Dev46],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 203,IDs: [335, 269, 17, 311],Nomes: [Dev335, Dev269, Dev17, Dev311],Fit: [0.92, 0.83, 0.7715384915263382, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 204,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 205,IDs: [104, 28, 351, 62],Nomes: [Dev104, Dev28, Dev351, Dev62],Fit: [0.736977014918152, 0.7501724885283498, 0.8117335559835368, 0.7013676421841808],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.36
Cromossomo: 206,IDs: [447, 174, 29, 85],Nomes: [Dev447, Dev174, Dev29, Dev85],Fit: [0.83, 0.83, 0.7816611586371933, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 207,IDs: [8, 17, 89, 47],Nomes: [Dev8, Dev17, Dev89, Dev47],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Middle, Senior, Master, Junior],Total Fit: 0.03
Cromossomo: 208,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 209,IDs: [447, 174, 29, 62],Nomes: [Dev447, Dev174, Dev29, Dev62],Fit: [0.8053722073032252, 0.8014492992303494, 0.7926375419058767, 0.713505181046221],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.37
Cromossomo: 210,IDs: [242, 28, 94, 85],Nomes: [Dev242, Dev28, Dev94, Dev85],Fit: [0.83, 0.7639340246681708, 1.00, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 211,IDs: [53, 8, 17, 89],Nomes: [Dev53, Dev8, Dev17, Dev89],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 212,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 213,IDs: [82, 28, 65, 62],Nomes: [Dev82, Dev28, Dev65, Dev62],Fit: [0.75, 0.75, 0.58, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 214,IDs: [336, 8, 17, 198],Nomes: [Dev336, Dev8, Dev17, Dev198],Fit: [0.92, 0.7571590568180372, 0.752176549940901, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 215,IDs: [53, 174, 29, 89],Nomes: [Dev53, Dev174, Dev29, Dev89],Fit: [0.630436486488835, 0.7878083253085485, 0.7785423786408432, 0.8132599968087253],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 216,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 217,IDs: [82, 174, 29, 62],Nomes: [Dev82, Dev174, Dev29, Dev62],Fit: [0.7033103150793868, 0.7867545841927195, 0.7110300865938068, 0.6846062207847798],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.69
Cromossomo: 218,IDs: [53, 28, 65, 89],Nomes: [Dev53, Dev28, Dev65, Dev89],Fit: [0.6310117933376783, 0.7643591026720171, 0.5993344090274781, 0.7589840333067838],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 219,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 220,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 221,IDs: [53, 28, 161, 46],Nomes: [Dev53, Dev28, Dev161, Dev46],Fit: [0.6336836721507528, 0.7692311215333039, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.07
Cromossomo: 222,IDs: [56, 8, 29, 62],Nomes: [Dev56, Dev8, Dev29, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.68
Cromossomo: 223,IDs: [82, 174, 65, 89],Nomes: [Dev82, Dev174, Dev65, Dev89],Fit: [0.6928687254935254, 0.7830850494980451, 0.6298319134249768, 0.7345191881283852],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 224,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 225,IDs: [56, 28, 29, 46],Nomes: [Dev56, Dev28, Dev29, Dev46],Fit: [0.7142295816541597, 0.763940649625418, 0.75, 0.8197941135304943],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 226,IDs: [45, 48, 94, 89],Nomes: [Dev45, Dev48, Dev94, Dev89],Fit: [0.75, 0.92, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 227,IDs: [242, 8, 38, 136],Nomes: [Dev242, Dev8, Dev38, Dev136],Fit: [0.83, 0.7502675303157623, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 228,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 229,IDs: [45, 28, 38, 46],Nomes: [Dev45, Dev28, Dev38, Dev46],Fit: [0.741613990683289, 0.7825980915213688, 0.75, 0.8199622985302288],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 230,IDs: [56, 48, 94, 89],Nomes: [Dev56, Dev48, Dev94, Dev89],Fit: [0.7281775160680406, 0.8604473363576162, 0.6766273680574503, 0.8265819010304842],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 231,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 232,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 233,IDs: [81, 7, 29, 62],Nomes: [Dev81, Dev7, Dev29, Dev62],Fit: [0.83, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.48
Cromossomo: 234,IDs: [56, 270, 94, 46],Nomes: [Dev56, Dev270, Dev94, Dev46],Fit: [0.7317207960380105, 0.83, 0.6808804935974371, 0.82026875857199],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 235,IDs: [45, 28, 38, 89],Nomes: [Dev45, Dev28, Dev38, Dev89],Fit: [0.7357474860685291, 0.7984870678005885, 0.7409601264673347, 0.8248723702220024],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 236,IDs: [411, 174, 27, 85],Nomes: [Dev411, Dev174, Dev27, Dev85],Fit: [0.83, 0.8255449150134946, 0.8258925222097018, 0.7009639634261642],Nível: [Junior, Middle, Senior, Master],Total Fit: 2.58
Cromossomo: 237,IDs: [56, 7, 351, 46],Nomes: [Dev56, Dev7, Dev351, Dev46],Fit: [0.7319322533337095, 0.8816371056391055, 0.92, 0.7379805312657939],Nível: [Junior, Middle, Senior, Master],Total Fit: 1.37
Cromossomo: 238,IDs: [81, 270, 94, 62],Nomes: [Dev81, Dev270, Dev94, Dev62],Fit: [0.784121245263335, 0.8512646310946643, 0.7109315629105009, 0.6932518190157877],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.36
