Cromossomo: 0,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 135,IDs: [104, 8, 65, 89],Nomes: [Dev104, Dev8, Dev65, Dev89],Fit: [0.58, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 136,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 137,IDs: [104, 48, 27, 62],Nomes: [Dev104, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 138,IDs: [55, 8, 65, 89],Nomes: [Dev55, Dev8, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 139,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 140,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 141,IDs: [55, 48, 27, 62],Nomes: [Dev55, Dev48, Dev27, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 142,IDs: [82, 28, 17, 85],Nomes: [Dev82, Dev28, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 143,IDs: [104, 8, 65, 89],Nomes: [Dev104, Dev8, Dev65, Dev89],Fit: [0.58, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 144,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 145,IDs: [82, 48, 27, 62],Nomes: [Dev82, Dev48, Dev27, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 146,IDs: [53, 8, 38, 89],Nomes: [Dev53, Dev8, Dev38, Dev89],Fit: [0.58, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 147,IDs: [55, 28, 17, 85],Nomes: [Dev55, Dev28, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 148,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 149,IDs: [53, 48, 27, 62],Nomes: [Dev53, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 150,IDs: [82, 8, 38, 89],Nomes: [Dev82, Dev8, Dev38, Dev89],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 151,IDs: [81, 16, 17, 85],Nomes: [Dev81, Dev16, Dev17, Dev85],Fit: [0.83, 0.58, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 152,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 153,IDs: [53, 48, 17, 85],Nomes: [Dev53, Dev48, Dev17, Dev85],Fit: [0.58, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 154,IDs: [81, 28, 27, 62],Nomes: [Dev81, Dev28, Dev27, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 155,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 156,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 157,IDs: [53, 48, 27, 62],Nomes: [Dev53, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 158,IDs: [81, 28, 17, 85],Nomes: [Dev81, Dev28, Dev17, Dev85],Fit: [0.83, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 159,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 160,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 161,IDs: [81, 48, 27, 62],Nomes: [Dev81, Dev48, Dev27, Dev62],Fit: [0.83, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 162,IDs: [38, 47, 8, 89],Nomes: [Dev38, Dev47, Dev8, Dev89],Fit: [0.83, 0.83, 0.75, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 163,IDs: [53, 28, 17, 85],Nomes: [Dev53, Dev28, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 164,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 165,IDs: [53, 48, 27, 62],Nomes: [Dev53, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 166,IDs: [81, 28, 17, 85],Nomes: [Dev81, Dev28, Dev17, Dev85],Fit: [0.83, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 167,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 168,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 169,IDs: [81, 48, 27, 62],Nomes: [Dev81, Dev48, Dev27, Dev62],Fit: [0.83, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 170,IDs: [56, 8, 94, 89],Nomes: [Dev56, Dev8, Dev94, Dev89],Fit: [0.75, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 171,IDs: [53, 28, 17, 85],Nomes: [Dev53, Dev28, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 172,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 173,IDs: [56, 48, 27, 62],Nomes: [Dev56, Dev48, Dev27, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 174,IDs: [81, 8, 94, 89],Nomes: [Dev81, Dev8, Dev94, Dev89],Fit: [0.83, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 175,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 176,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 177,IDs: [81, 48, 27, 62],Nomes: [Dev81, Dev48, Dev27, Dev62],Fit: [0.83, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 178,IDs: [56, 8, 94, 89],Nomes: [Dev56, Dev8, Dev94, Dev89],Fit: [0.75, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 179,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 180,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 181,IDs: [56, 8, 27, 62],Nomes: [Dev56, Dev8, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 182,IDs: [81, 48, 94, 89],Nomes: [Dev81, Dev48, Dev94, Dev89],Fit: [0.83, 0.92, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 183,IDs: [53, 97, 17, 85],Nomes: [Dev53, Dev97, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 184,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 185,IDs: [56, 97, 17, 85],Nomes: [Dev56, Dev97, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 186,IDs: [53, 8, 27, 62],Nomes: [Dev53, Dev8, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 187,IDs: [104, 65, 16, 89],Nomes: [Dev104, Dev65, Dev16, Dev89],Fit: [0.58, 0.58, 0.58, 0.83],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 188,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 189,IDs: [56, 97, 27, 62],Nomes: [Dev56, Dev97, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 190,IDs: [53, 8, 17, 85],Nomes: [Dev53, Dev8, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 191,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 192,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 193,IDs: [56, 8, 17, 85],Nomes: [Dev56, Dev8, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 194,IDs: [53, 97, 27, 62],Nomes: [Dev53, Dev97, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 195,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 196,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 197,IDs: [56, 97, 27, 62],Nomes: [Dev56, Dev97, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 198,IDs: [53, 8, 17, 85],Nomes: [Dev53, Dev8, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 199,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 200,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 201,IDs: [56, 8, 17, 85],Nomes: [Dev56, Dev8, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 202,IDs: [94, 16, 55, 89],Nomes: [Dev94, Dev16, Dev55, Dev89],Fit: [0.67, 0.58, 0.75, 0.83],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 203,IDs: [53, 97, 27, 62],Nomes: [Dev53, Dev97, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 204,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 205,IDs: [56, 8, 27, 62],Nomes: [Dev56, Dev8, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 206,IDs: [38, 48, 47, 89],Nomes: [Dev38, Dev48, Dev47, Dev89],Fit: [0.83, 0.92, 0.83, 0.83],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 207,IDs: [53, 97, 17, 85],Nomes: [Dev53, Dev97, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 208,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 209,IDs: [56, 8, 17, 85],Nomes: [Dev56, Dev8, Dev17, Dev85],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 210,IDs: [53, 97, 27, 62],Nomes: [Dev53, Dev97, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 211,IDs: [65, 104, 16, 89],Nomes: [Dev65, Dev104, Dev16, Dev89],Fit: [0.58, 0.58, 0.58, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 212,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 213,IDs: [56, 8, 27, 62],Nomes: [Dev56, Dev8, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 214,IDs: [53, 97, 17, 85],Nomes: [Dev53, Dev97, Dev17, Dev85],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 215,IDs: [104, 16, 38, 89],Nomes: [Dev104, Dev16, Dev38, Dev89],Fit: [0.58, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 216,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 217,IDs: [85, 47, 28, 94],Nomes: [Dev85, Dev47, Dev28, Dev94],Fit: [0.83, 0.83, 0.75, 0.67],Nível: [Master, Junior, Middle, Senior],Total Fit: 0.03
Cromossomo: 218,IDs: [56, 16, 38, 89],Nomes: [Dev56, Dev16, Dev38, Dev89],Fit: [0.75, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 219,IDs: [104, 8, 27, 62],Nomes: [Dev104, Dev8, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 220,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 221,IDs: [56, 16, 27, 62],Nomes: [Dev56, Dev16, Dev27, Dev62],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 222,IDs: [55, 97, 94, 85],Nomes: [Dev55, Dev97, Dev94, Dev85],Fit: [0.75, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 223,IDs: [104, 8, 38, 89],Nomes: [Dev104, Dev8, Dev38, Dev89],Fit: [0.58, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 224,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 225,IDs: [55, 16, 27, 62],Nomes: [Dev55, Dev16, Dev27, Dev62],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 226,IDs: [56, 97, 94, 85],Nomes: [Dev56, Dev97, Dev94, Dev85],Fit: [0.75, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 227,IDs: [53, 48, 65, 89],Nomes: [Dev53, Dev48, Dev65, Dev89],Fit: [0.58, 0.92, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 228,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 229,IDs: [53, 48, 27, 62],Nomes: [Dev53, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 230,IDs: [55, 16, 65, 89],Nomes: [Dev55, Dev16, Dev65, Dev89],Fit: [0.75, 0.58, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 231,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 232,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 233,IDs: [55, 48, 27, 62],Nomes: [Dev55, Dev48, Dev27, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 234,IDs: [53, 16, 65, 89],Nomes: [Dev53, Dev16, Dev65, Dev89],Fit: [0.58, 0.58, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 235,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 236,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 237,IDs: [53, 16, 27, 62],Nomes: [Dev53, Dev16, Dev27, Dev62],Fit: [0.58, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 238,IDs: [55, 48, 65, 89],Nomes: [Dev55, Dev48, Dev65, Dev89],Fit: [0.75, 0.92, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 239,IDs: [94, 104, 97, 85],Nomes: [Dev94, Dev104, Dev97, Dev85],Fit: [0.67, 0.58, 0.75, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 240,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 241,IDs: [55, 16, 27, 62],Nomes: [Dev55, Dev16, Dev27, Dev62],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 242,IDs: [56, 28, 38, 85],Nomes: [Dev56, Dev28, Dev38, Dev85],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 243,IDs: [53, 48, 65, 89],Nomes: [Dev53, Dev48, Dev65, Dev89],Fit: [0.58, 0.92, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 244,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 245,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 246,IDs: [55, 16, 38, 85],Nomes: [Dev55, Dev16, Dev38, Dev85],Fit: [0.75, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 247,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 248,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 249,IDs: [55, 16, 27, 62],Nomes: [Dev55, Dev16, Dev27, Dev62],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 250,IDs: [56, 28, 38, 85],Nomes: [Dev56, Dev28, Dev38, Dev85],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 251,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 252,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 253,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 254,IDs: [55, 16, 38, 85],Nomes: [Dev55, Dev16, Dev38, Dev85],Fit: [0.75, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 255,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 256,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 257,IDs: [55, 16, 27, 62],Nomes: [Dev55, Dev16, Dev27, Dev62],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 258,IDs: [56, 28, 38, 85],Nomes: [Dev56, Dev28, Dev38, Dev85],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 259,IDs: [53, 97, 17, 89],Nomes: [Dev53, Dev97, Dev17, Dev89],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 260,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 261,IDs: [53, 16, 27, 62],Nomes: [Dev53, Dev16, Dev27, Dev62],Fit: [0.58, 0.58, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 262,IDs: [55, 97, 17, 89],Nomes: [Dev55, Dev97, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 263,IDs: [104, 48, 94, 85],Nomes: [Dev104, Dev48, Dev94, Dev85],Fit: [0.58, 0.92, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 264,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 265,IDs: [104, 48, 27, 62],Nomes: [Dev104, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 266,IDs: [56, 28, 17, 89],Nomes: [Dev56, Dev28, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 267,IDs: [53, 16, 94, 85],Nomes: [Dev53, Dev16, Dev94, Dev85],Fit: [0.58, 0.58, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 268,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 269,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 270,IDs: [104, 48, 17, 89],Nomes: [Dev104, Dev48, Dev17, Dev89],Fit: [0.58, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 271,IDs: [97, 65, 47, 85],Nomes: [Dev97, Dev65, Dev47, Dev85],Fit: [0.75, 0.58, 0.83, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.03
