Cromossomo: 0,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 134,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 135,IDs: [56, 28, 65, 62],Nomes: [Dev56, Dev28, Dev65, Dev62],Fit: [0.69, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 136,IDs: [55, 48, 38, 46],Nomes: [Dev55, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 137,IDs: [97, 94, 104, 85],Nomes: [Dev97, Dev94, Dev104, Dev85],Fit: [0.81, 0.75, 0.75, 0.75],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.03
Cromossomo: 138,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 139,IDs: [55, 28, 65, 62],Nomes: [Dev55, Dev28, Dev65, Dev62],Fit: [0.69, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 140,IDs: [56, 48, 38, 46],Nomes: [Dev56, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 141,IDs: [27, 82, 85, 8],Nomes: [Dev27, Dev82, Dev85, Dev8],Fit: [0.75, 0.81, 0.75, 0.75],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 142,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 143,IDs: [56, 28, 65, 62],Nomes: [Dev56, Dev28, Dev65, Dev62],Fit: [0.69, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 144,IDs: [55, 48, 38, 46],Nomes: [Dev55, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 145,IDs: [104, 8, 27, 89],Nomes: [Dev104, Dev8, Dev27, Dev89],Fit: [0.75, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 146,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 147,IDs: [81, 28, 65, 62],Nomes: [Dev81, Dev28, Dev65, Dev62],Fit: [0.69, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 148,IDs: [47, 94, 85, 97],Nomes: [Dev47, Dev94, Dev85, Dev97],Fit: [0.88, 0.75, 0.75, 0.81],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 149,IDs: [56, 8, 27, 89],Nomes: [Dev56, Dev8, Dev27, Dev89],Fit: [0.69, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 150,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 151,IDs: [56, 28, 65, 62],Nomes: [Dev56, Dev28, Dev65, Dev62],Fit: [0.69, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 152,IDs: [81, 8, 27, 89],Nomes: [Dev81, Dev8, Dev27, Dev89],Fit: [0.69, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 153,IDs: [104, 16, 17, 46],Nomes: [Dev104, Dev16, Dev17, Dev46],Fit: [0.75, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 154,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 155,IDs: [104, 28, 65, 62],Nomes: [Dev104, Dev28, Dev65, Dev62],Fit: [0.75, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 156,IDs: [53, 8, 94, 89],Nomes: [Dev53, Dev8, Dev94, Dev89],Fit: [0.81, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 157,IDs: [56, 16, 17, 46],Nomes: [Dev56, Dev16, Dev17, Dev46],Fit: [0.69, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 158,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 159,IDs: [46, 17, 97, 55],Nomes: [Dev46, Dev17, Dev97, Dev55],Fit: [0.75, 0.81, 0.81, 0.69],Nível: [Master, Senior, Middle, Junior],Total Fit: 0.03
Cromossomo: 160,IDs: [104, 28, 94, 89],Nomes: [Dev104, Dev28, Dev94, Dev89],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 161,IDs: [53, 8, 65, 62],Nomes: [Dev53, Dev8, Dev65, Dev62],Fit: [0.81, 0.75, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 162,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 163,IDs: [47, 97, 38, 85],Nomes: [Dev47, Dev97, Dev38, Dev85],Fit: [0.88, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.27
Cromossomo: 164,IDs: [104, 28, 65, 62],Nomes: [Dev104, Dev28, Dev65, Dev62],Fit: [0.75, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 165,IDs: [53, 8, 94, 89],Nomes: [Dev53, Dev8, Dev94, Dev89],Fit: [0.81, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 166,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 167,IDs: [56, 16, 27, 46],Nomes: [Dev56, Dev16, Dev27, Dev46],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 168,IDs: [104, 28, 38, 85],Nomes: [Dev104, Dev28, Dev38, Dev85],Fit: [0.75, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 169,IDs: [47, 97, 65, 62],Nomes: [Dev47, Dev97, Dev65, Dev62],Fit: [0.88, 0.81, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 170,IDs: [47, 16, 27, 46],Nomes: [Dev47, Dev16, Dev27, Dev46],Fit: [0.88, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.45
Cromossomo: 171,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 172,IDs: [56, 97, 65, 62],Nomes: [Dev56, Dev97, Dev65, Dev62],Fit: [0.69, 0.81, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 173,IDs: [53, 89, 94, 28],Nomes: [Dev53, Dev89, Dev94, Dev28],Fit: [0.81, 0.75, 0.75, 0.69],Nível: [Junior, Master, Senior, Middle],Total Fit: 0.03
Cromossomo: 174,IDs: [45, 7, 65, 62],Nomes: [Dev45, Dev7, Dev65, Dev62],Fit: [0.88, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 175,IDs: [47, 16, 27, 46],Nomes: [Dev47, Dev16, Dev27, Dev46],Fit: [0.88, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.45
Cromossomo: 176,IDs: [53, 48, 38, 85],Nomes: [Dev53, Dev48, Dev38, Dev85],Fit: [0.81, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.23
Cromossomo: 177,IDs: [56, 97, 29, 198],Nomes: [Dev56, Dev97, Dev29, Dev198],Fit: [0.69, 0.81, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 178,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 179,IDs: [45, 7, 65, 62],Nomes: [Dev45, Dev7, Dev65, Dev62],Fit: [0.88, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 180,IDs: [47, 174, 38, 85],Nomes: [Dev47, Dev174, Dev38, Dev85],Fit: [0.88, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 181,IDs: [55, 16, 17, 89],Nomes: [Dev55, Dev16, Dev17, Dev89],Fit: [0.69, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 182,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 183,IDs: [55, 7, 65, 62],Nomes: [Dev55, Dev7, Dev65, Dev62],Fit: [0.69, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.52
Cromossomo: 184,IDs: [81, 97, 38, 85],Nomes: [Dev81, Dev97, Dev38, Dev85],Fit: [0.75, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.26
Cromossomo: 185,IDs: [45, 16, 17, 89],Nomes: [Dev45, Dev16, Dev17, Dev89],Fit: [0.88, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 186,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 187,IDs: [81, 7, 27, 62],Nomes: [Dev81, Dev7, Dev27, Dev62],Fit: [0.75, 0.88, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.57
Cromossomo: 188,IDs: [55, 97, 38, 85],Nomes: [Dev55, Dev97, Dev38, Dev85],Fit: [0.69, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 189,IDs: [82, 17, 16, 89],Nomes: [Dev82, Dev17, Dev16, Dev89],Fit: [0.81, 0.81, 0.63, 0.75],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 190,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 191,IDs: [55, 7, 27, 62],Nomes: [Dev55, Dev7, Dev27, Dev62],Fit: [0.69, 0.88, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 192,IDs: [81, 97, 38, 85],Nomes: [Dev81, Dev97, Dev38, Dev85],Fit: [0.75, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.26
Cromossomo: 193,IDs: [56, 8, 65, 89],Nomes: [Dev56, Dev8, Dev65, Dev89],Fit: [0.69, 0.75, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 194,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 195,IDs: [81, 7, 27, 62],Nomes: [Dev81, Dev7, Dev27, Dev62],Fit: [0.75, 0.88, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.57
Cromossomo: 196,IDs: [55, 97, 38, 85],Nomes: [Dev55, Dev97, Dev38, Dev85],Fit: [0.69, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 197,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 198,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 199,IDs: [55, 7, 27, 62],Nomes: [Dev55, Dev7, Dev27, Dev62],Fit: [0.69, 0.88, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 200,IDs: [81, 97, 38, 85],Nomes: [Dev81, Dev97, Dev38, Dev85],Fit: [0.75, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.26
Cromossomo: 201,IDs: [29, 45, 28, 89],Nomes: [Dev29, Dev45, Dev28, Dev89],Fit: [0.69, 0.88, 0.69, 0.75],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 202,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 203,IDs: [81, 7, 27, 62],Nomes: [Dev81, Dev7, Dev27, Dev62],Fit: [0.75, 0.88, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.57
Cromossomo: 204,IDs: [55, 97, 38, 85],Nomes: [Dev55, Dev97, Dev38, Dev85],Fit: [0.69, 0.81, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 205,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 206,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 207,IDs: [81, 7, 38, 85],Nomes: [Dev81, Dev7, Dev38, Dev85],Fit: [0.75, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 208,IDs: [55, 97, 27, 62],Nomes: [Dev55, Dev97, Dev27, Dev62],Fit: [0.69, 0.81, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 209,IDs: [16, 65, 104, 89],Nomes: [Dev16, Dev65, Dev104, Dev89],Fit: [0.63, 0.69, 0.75, 0.75],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.03
Cromossomo: 210,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 211,IDs: [82, 28, 65, 89],Nomes: [Dev82, Dev28, Dev65, Dev89],Fit: [0.81, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 212,IDs: [55, 7, 38, 85],Nomes: [Dev55, Dev7, Dev38, Dev85],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 213,IDs: [81, 97, 27, 62],Nomes: [Dev81, Dev97, Dev27, Dev62],Fit: [0.75, 0.81, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 214,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 215,IDs: [82, 7, 38, 85],Nomes: [Dev82, Dev7, Dev38, Dev85],Fit: [0.81, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 216,IDs: [55, 28, 65, 89],Nomes: [Dev55, Dev28, Dev65, Dev89],Fit: [0.69, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 217,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 218,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 219,IDs: [81, 16, 29, 62],Nomes: [Dev81, Dev16, Dev29, Dev62],Fit: [0.75, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.32
Cromossomo: 220,IDs: [82, 7, 65, 89],Nomes: [Dev82, Dev7, Dev65, Dev89],Fit: [0.81, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.19
Cromossomo: 221,IDs: [55, 28, 38, 85],Nomes: [Dev55, Dev28, Dev38, Dev85],Fit: [0.69, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 222,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 223,IDs: [53, 48, 27, 46],Nomes: [Dev53, Dev48, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.64
Cromossomo: 224,IDs: [45, 97, 17, 85],Nomes: [Dev45, Dev97, Dev17, Dev85],Fit: [0.88, 0.81, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 225,IDs: [81, 7, 65, 89],Nomes: [Dev81, Dev7, Dev65, Dev89],Fit: [0.75, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 226,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 227,IDs: [45, 48, 27, 46],Nomes: [Dev45, Dev48, Dev27, Dev46],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 228,IDs: [53, 7, 65, 89],Nomes: [Dev53, Dev7, Dev65, Dev89],Fit: [0.81, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 229,IDs: [81, 28, 38, 85],Nomes: [Dev81, Dev28, Dev38, Dev85],Fit: [0.75, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 230,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 231,IDs: [81, 48, 27, 46],Nomes: [Dev81, Dev48, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 232,IDs: [47, 8, 17, 89],Nomes: [Dev47, Dev8, Dev17, Dev89],Fit: [0.88, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 233,IDs: [45, 28, 38, 85],Nomes: [Dev45, Dev28, Dev38, Dev85],Fit: [0.69, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 234,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 235,IDs: [47, 8, 27, 46],Nomes: [Dev47, Dev8, Dev27, Dev46],Fit: [0.88, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 236,IDs: [81, 48, 17, 89],Nomes: [Dev81, Dev48, Dev17, Dev89],Fit: [0.75, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 237,IDs: [65, 104, 85, 97],Nomes: [Dev65, Dev104, Dev85, Dev97],Fit: [0.69, 0.75, 0.75, 0.81],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 238,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 239,IDs: [81, 48, 27, 46],Nomes: [Dev81, Dev48, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 240,IDs: [47, 8, 17, 89],Nomes: [Dev47, Dev8, Dev17, Dev89],Fit: [0.88, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 241,IDs: [56, 28, 94, 85],Nomes: [Dev56, Dev28, Dev94, Dev85],Fit: [0.69, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 242,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 243,IDs: [56, 28, 27, 46],Nomes: [Dev56, Dev28, Dev27, Dev46],Fit: [0.69, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 244,IDs: [45, 7, 17, 89],Nomes: [Dev45, Dev7, Dev17, Dev89],Fit: [0.88, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 245,IDs: [81, 48, 94, 85],Nomes: [Dev81, Dev48, Dev94, Dev85],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 246,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 247,IDs: [45, 7, 27, 46],Nomes: [Dev45, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.33
Cromossomo: 248,IDs: [56, 28, 17, 89],Nomes: [Dev56, Dev28, Dev17, Dev89],Fit: [0.69, 0.69, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 249,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 250,IDs: [56, 7, 27, 46],Nomes: [Dev56, Dev7, Dev27, Dev46],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 251,IDs: [82, 16, 29, 62],Nomes: [Dev82, Dev16, Dev29, Dev62],Fit: [0.81, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 252,IDs: [45, 97, 17, 89],Nomes: [Dev45, Dev97, Dev17, Dev89],Fit: [0.88, 0.56, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 253,IDs: [81, 94, 85, 8],Nomes: [Dev81, Dev94, Dev85, Dev8],Fit: [0.75, 0.75, 0.75, 0.75],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 254,IDs: [56, 7, 27, 46],Nomes: [Dev56, Dev7, Dev27, Dev46],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 255,IDs: [45, 16, 29, 62],Nomes: [Dev45, Dev16, Dev29, Dev62],Fit: [0.88, 0.63, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.54
Cromossomo: 256,IDs: [82, 97, 17, 89],Nomes: [Dev82, Dev97, Dev17, Dev89],Fit: [0.81, 0.56, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 257,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 258,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 259,IDs: [56, 7, 27, 46],Nomes: [Dev56, Dev7, Dev27, Dev46],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 260,IDs: [45, 16, 17, 89],Nomes: [Dev45, Dev16, Dev17, Dev89],Fit: [0.88, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 261,IDs: [94, 8, 47, 85],Nomes: [Dev94, Dev8, Dev47, Dev85],Fit: [0.75, 0.75, 0.88, 0.75],Nível: [Senior, Middle, Junior, Master],Total Fit: 0.03
Cromossomo: 262,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 263,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.88, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 264,IDs: [56, 7, 17, 89],Nomes: [Dev56, Dev7, Dev17, Dev89],Fit: [0.69, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.56
Cromossomo: 265,IDs: [8, 94, 85, 55],Nomes: [Dev8, Dev94, Dev85, Dev55],Fit: [0.75, 0.75, 0.75, 0.69],Nível: [Middle, Senior, Master, Junior],Total Fit: 0.03
