Cromossomo: 0,IDs: [45, 28, 27, 46],Nomes: [Dev45, Dev28, Dev27, Dev46],Fit: [0.89, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 136,IDs: [82, 97, 65, 85],Nomes: [Dev82, Dev97, Dev65, Dev85],Fit: [0.78, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 137,IDs: [81, 8, 17, 89],Nomes: [Dev81, Dev8, Dev17, Dev89],Fit: [0.72, 0.72, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 138,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 139,IDs: [81, 8, 27, 46],Nomes: [Dev81, Dev8, Dev27, Dev46],Fit: [0.72, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 140,IDs: [45, 16, 17, 89],Nomes: [Dev45, Dev16, Dev17, Dev89],Fit: [0.89, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 141,IDs: [56, 97, 29, 85],Nomes: [Dev56, Dev97, Dev29, Dev85],Fit: [0.67, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 142,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 143,IDs: [45, 97, 29, 85],Nomes: [Dev45, Dev97, Dev29, Dev85],Fit: [0.89, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 144,IDs: [81, 28, 94, 46],Nomes: [Dev81, Dev28, Dev94, Dev46],Fit: [0.72, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 145,IDs: [56, 16, 17, 89],Nomes: [Dev56, Dev16, Dev17, Dev89],Fit: [0.67, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 146,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 147,IDs: [45, 28, 94, 46],Nomes: [Dev45, Dev28, Dev94, Dev46],Fit: [0.89, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 148,IDs: [81, 97, 29, 85],Nomes: [Dev81, Dev97, Dev29, Dev85],Fit: [0.72, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 149,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 150,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 151,IDs: [81, 97, 94, 46],Nomes: [Dev81, Dev97, Dev94, Dev46],Fit: [0.72, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 152,IDs: [45, 28, 29, 85],Nomes: [Dev45, Dev28, Dev29, Dev85],Fit: [0.89, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 153,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 154,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 155,IDs: [45, 28, 94, 46],Nomes: [Dev45, Dev28, Dev94, Dev46],Fit: [0.89, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 156,IDs: [81, 97, 29, 85],Nomes: [Dev81, Dev97, Dev29, Dev85],Fit: [0.72, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 157,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 158,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 159,IDs: [47, 48, 17, 89],Nomes: [Dev47, Dev48, Dev17, Dev89],Fit: [0.83, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 160,IDs: [81, 97, 94, 46],Nomes: [Dev81, Dev97, Dev94, Dev46],Fit: [0.72, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 161,IDs: [45, 28, 29, 85],Nomes: [Dev45, Dev28, Dev29, Dev85],Fit: [0.89, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 162,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 163,IDs: [45, 28, 17, 89],Nomes: [Dev45, Dev28, Dev17, Dev89],Fit: [0.89, 0.67, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 164,IDs: [47, 48, 29, 85],Nomes: [Dev47, Dev48, Dev29, Dev85],Fit: [0.83, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 165,IDs: [56, 97, 94, 46],Nomes: [Dev56, Dev97, Dev94, Dev46],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 166,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 167,IDs: [56, 48, 29, 85],Nomes: [Dev56, Dev48, Dev29, Dev85],Fit: [0.67, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 168,IDs: [47, 97, 94, 46],Nomes: [Dev47, Dev97, Dev94, Dev46],Fit: [0.83, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 169,IDs: [27, 104, 8, 89],Nomes: [Dev27, Dev104, Dev8, Dev89],Fit: [0.72, 0.72, 0.72, 0.72],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 170,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 171,IDs: [47, 48, 29, 85],Nomes: [Dev47, Dev48, Dev29, Dev85],Fit: [0.83, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 172,IDs: [56, 97, 94, 46],Nomes: [Dev56, Dev97, Dev94, Dev46],Fit: [0.67, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 173,IDs: [81, 16, 17, 89],Nomes: [Dev81, Dev16, Dev17, Dev89],Fit: [0.72, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 174,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 175,IDs: [47, 48, 17, 89],Nomes: [Dev47, Dev48, Dev17, Dev89],Fit: [0.83, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 176,IDs: [81, 16, 29, 85],Nomes: [Dev81, Dev16, Dev29, Dev85],Fit: [0.72, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 177,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 178,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 179,IDs: [55, 28, 27, 46],Nomes: [Dev55, Dev28, Dev27, Dev46],Fit: [0.67, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.28
Cromossomo: 180,IDs: [81, 48, 17, 89],Nomes: [Dev81, Dev48, Dev17, Dev89],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 181,IDs: [47, 16, 29, 85],Nomes: [Dev47, Dev16, Dev29, Dev85],Fit: [0.83, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 182,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 183,IDs: [47, 16, 27, 46],Nomes: [Dev47, Dev16, Dev27, Dev46],Fit: [0.83, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 184,IDs: [82, 65, 97, 89],Nomes: [Dev82, Dev65, Dev97, Dev89],Fit: [0.78, 0.67, 0.83, 0.72],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 185,IDs: [55, 28, 29, 85],Nomes: [Dev55, Dev28, Dev29, Dev85],Fit: [0.67, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 186,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 187,IDs: [55, 16, 27, 46],Nomes: [Dev55, Dev16, Dev27, Dev46],Fit: [0.67, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.41
Cromossomo: 188,IDs: [47, 28, 29, 85],Nomes: [Dev47, Dev28, Dev29, Dev85],Fit: [0.83, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 189,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 190,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 191,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.83, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 192,IDs: [104, 89, 97, 65],Nomes: [Dev104, Dev89, Dev97, Dev65],Fit: [0.72, 0.72, 0.83, 0.67],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.03
Cromossomo: 193,IDs: [55, 16, 29, 85],Nomes: [Dev55, Dev16, Dev29, Dev85],Fit: [0.67, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 194,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 195,IDs: [55, 28, 27, 46],Nomes: [Dev55, Dev28, Dev27, Dev46],Fit: [0.67, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.28
Cromossomo: 196,IDs: [82, 89, 48, 94],Nomes: [Dev82, Dev89, Dev48, Dev94],Fit: [0.78, 0.72, 0.83, 0.72],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.03
Cromossomo: 197,IDs: [47, 16, 29, 85],Nomes: [Dev47, Dev16, Dev29, Dev85],Fit: [0.83, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 198,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 199,IDs: [47, 48, 27, 46],Nomes: [Dev47, Dev48, Dev27, Dev46],Fit: [0.83, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 200,IDs: [82, 8, 94, 89],Nomes: [Dev82, Dev8, Dev94, Dev89],Fit: [0.78, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 201,IDs: [55, 28, 29, 85],Nomes: [Dev55, Dev28, Dev29, Dev85],Fit: [0.67, 0.67, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 202,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 203,IDs: [82, 48, 27, 46],Nomes: [Dev82, Dev48, Dev27, Dev46],Fit: [0.78, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 204,IDs: [17, 81, 97, 85],Nomes: [Dev17, Dev81, Dev97, Dev85],Fit: [0.78, 0.72, 0.83, 0.72],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 205,IDs: [47, 8, 94, 89],Nomes: [Dev47, Dev8, Dev94, Dev89],Fit: [0.83, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 206,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 207,IDs: [47, 48, 27, 46],Nomes: [Dev47, Dev48, Dev27, Dev46],Fit: [0.83, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 208,IDs: [29, 85, 104, 97],Nomes: [Dev29, Dev85, Dev104, Dev97],Fit: [0.67, 0.72, 0.72, 0.83],Nível: [Senior, Master, Junior, Middle],Total Fit: 0.03
Cromossomo: 209,IDs: [82, 8, 94, 89],Nomes: [Dev82, Dev8, Dev94, Dev89],Fit: [0.78, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 210,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 211,IDs: [82, 48, 27, 46],Nomes: [Dev82, Dev48, Dev27, Dev46],Fit: [0.78, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 212,IDs: [47, 8, 94, 89],Nomes: [Dev47, Dev8, Dev94, Dev89],Fit: [0.83, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 213,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 214,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 215,IDs: [47, 48, 27, 46],Nomes: [Dev47, Dev48, Dev27, Dev46],Fit: [0.83, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.43
Cromossomo: 216,IDs: [65, 104, 97, 85],Nomes: [Dev65, Dev104, Dev97, Dev85],Fit: [0.67, 0.72, 0.83, 0.72],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 217,IDs: [82, 8, 94, 89],Nomes: [Dev82, Dev8, Dev94, Dev89],Fit: [0.78, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 218,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 219,IDs: [82, 8, 27, 46],Nomes: [Dev82, Dev8, Dev27, Dev46],Fit: [0.78, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 220,IDs: [47, 48, 94, 89],Nomes: [Dev47, Dev48, Dev94, Dev89],Fit: [0.83, 0.83, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 221,IDs: [55, 16, 17, 85],Nomes: [Dev55, Dev16, Dev17, Dev85],Fit: [0.67, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 222,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 223,IDs: [55, 8, 27, 46],Nomes: [Dev55, Dev8, Dev27, Dev46],Fit: [0.67, 0.72, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.28
Cromossomo: 224,IDs: [82, 16, 17, 85],Nomes: [Dev82, Dev16, Dev17, Dev85],Fit: [0.78, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 225,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 226,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 227,IDs: [82, 16, 27, 46],Nomes: [Dev82, Dev16, Dev27, Dev46],Fit: [0.78, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 228,IDs: [45, 97, 29, 89],Nomes: [Dev45, Dev97, Dev29, Dev89],Fit: [0.89, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 229,IDs: [55, 8, 17, 85],Nomes: [Dev55, Dev8, Dev17, Dev85],Fit: [0.67, 0.72, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 230,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 231,IDs: [45, 97, 17, 85],Nomes: [Dev45, Dev97, Dev17, Dev85],Fit: [0.89, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 232,IDs: [55, 8, 29, 89],Nomes: [Dev55, Dev8, Dev29, Dev89],Fit: [0.67, 0.72, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 233,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 234,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 235,IDs: [45, 97, 29, 89],Nomes: [Dev45, Dev97, Dev29, Dev89],Fit: [0.89, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 236,IDs: [55, 8, 17, 85],Nomes: [Dev55, Dev8, Dev17, Dev85],Fit: [0.67, 0.72, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 237,IDs: [82, 28, 94, 46],Nomes: [Dev82, Dev28, Dev94, Dev46],Fit: [0.78, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 238,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 239,IDs: [82, 97, 29, 89],Nomes: [Dev82, Dev97, Dev29, Dev89],Fit: [0.78, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.18
Cromossomo: 240,IDs: [56, 16, 27, 85],Nomes: [Dev56, Dev16, Dev27, Dev85],Fit: [0.67, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 241,IDs: [45, 28, 94, 46],Nomes: [Dev45, Dev28, Dev94, Dev46],Fit: [0.89, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 242,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 243,IDs: [56, 97, 29, 89],Nomes: [Dev56, Dev97, Dev29, Dev89],Fit: [0.67, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 244,IDs: [82, 16, 27, 85],Nomes: [Dev82, Dev16, Dev27, Dev85],Fit: [0.78, 0.61, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 245,IDs: [45, 28, 17, 46],Nomes: [Dev45, Dev28, Dev17, Dev46],Fit: [0.89, 0.67, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 246,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 247,IDs: [45, 28, 27, 85],Nomes: [Dev45, Dev28, Dev27, Dev85],Fit: [0.89, 0.67, 0.72, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 248,IDs: [81, 48, 65, 89],Nomes: [Dev81, Dev48, Dev65, Dev89],Fit: [0.72, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 249,IDs: [82, 16, 17, 46],Nomes: [Dev82, Dev16, Dev17, Dev46],Fit: [0.78, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 250,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 251,IDs: [81, 48, 17, 46],Nomes: [Dev81, Dev48, Dev17, Dev46],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 252,IDs: [45, 8, 29, 85],Nomes: [Dev45, Dev8, Dev29, Dev85],Fit: [0.89, 0.72, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 253,IDs: [82, 16, 65, 89],Nomes: [Dev82, Dev16, Dev65, Dev89],Fit: [0.78, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 254,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 255,IDs: [82, 16, 29, 85],Nomes: [Dev82, Dev16, Dev29, Dev85],Fit: [0.78, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 256,IDs: [45, 8, 65, 89],Nomes: [Dev45, Dev8, Dev65, Dev89],Fit: [0.89, 0.72, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 257,IDs: [104, 94, 48, 46],Nomes: [Dev104, Dev94, Dev48, Dev46],Fit: [0.72, 0.72, 0.83, 0.72],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.03
Cromossomo: 258,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 259,IDs: [45, 16, 29, 85],Nomes: [Dev45, Dev16, Dev29, Dev85],Fit: [0.89, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 260,IDs: [55, 97, 17, 46],Nomes: [Dev55, Dev97, Dev17, Dev46],Fit: [0.67, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 261,IDs: [82, 8, 65, 89],Nomes: [Dev82, Dev8, Dev65, Dev89],Fit: [0.78, 0.72, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 262,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 263,IDs: [45, 16, 17, 46],Nomes: [Dev45, Dev16, Dev17, Dev46],Fit: [0.89, 0.61, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 264,IDs: [81, 48, 65, 89],Nomes: [Dev81, Dev48, Dev65, Dev89],Fit: [0.72, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 265,IDs: [55, 97, 29, 85],Nomes: [Dev55, Dev97, Dev29, Dev85],Fit: [0.67, 0.83, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 266,IDs: [53, 7, 38, 62],Nomes: [Dev53, Dev7, Dev38, Dev62],Fit: [0.78, 0.83, 0.89, 0.61],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.78
Cromossomo: 267,IDs: [45, 16, 65, 89],Nomes: [Dev45, Dev16, Dev65, Dev89],Fit: [0.89, 0.61, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 268,IDs: [56, 8, 29, 85],Nomes: [Dev56, Dev8, Dev29, Dev85],Fit: [0.67, 0.72, 0.67, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 269,IDs: [81, 48, 17, 46],Nomes: [Dev81, Dev48, Dev17, Dev46],Fit: [0.72, 0.83, 0.78, 0.72],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
